1,www1.bmo.com/banking/digital/login
2,internetbanking.tsb.co.uk/personal/logon/login/#/login
3,app.laybuy.com/sign-in
4,www.citi.com
5,www1.biz-ebanking.hangseng.com/portalserver/hase-gbb-prelogon/logon?lang=en_US&r=582470689
6,banco.itau.co/
7,www.openbank.es/
8,www.bankofamerica.com/
9,www.online-banking.business.hsbc.com.hk/portalserver/logon
10,authentication.td.com/uap-ui/?consumer=easyweb&locale=en_CA#/uap/login
11,online.lloydsbank.co.uk/personal/logon/login.jsp
12,www.halifax-online.co.uk/personal/logon/login.jsp
13,www.onlinebanking.natwest.com/Default.aspx
14,online.bankofscotland.co.uk/personal/logon/login.jsp
15,infinity.icicibank.com/corp/AuthenticationController?FORMSGROUP_ID__=AuthenticationFG&__START_TRAN_FLAG__=Y&FG_BUTTONS__=LOAD&ACTION.LOAD=Y&AuthenticationFG.LOGIN_FLAG=1&BANK_ID=ICI&ITM=nli_personalb_personal_login_btn&_gl=1*30xkeg*_ga*MTgzMDcxOTY5Ni4xNjIwMDM5NDU0*_ga_SKB78GHTFV*MTYyODIzNDM4NC43Ny4xLjE2MjgyMzQ1MDQuMjc.&_ga=2.169577317.558349428.1699007889-1511871104.1699007888&_gac=1.8201990.1697523963.EAIaIQobChMI-7jpvrn8gQMVt6lmAh1nywMHEAAYASAAEgKBxfD_BwE
16,www.onlinebanking.natwest.com/Default.aspx
17,login.anz.com/internetbanking
18,www.my.commbank.com.au/netbank/Logon/Logon.aspx?ei=mv_logon-NB
19,accweb.mouv.desjardins.com/identifiantunique/securite-garantie/authentification/auth/manuel?domaineVirtuel=desjardins&langueCible=en&navigMW=mm
20,auth.synchronybank.com/account/login
21,internetbanking.suncorpbank.com.au
22,banking.bendigobank.com.au/Logon/login.page
23,ib.nab.com.au/login
24,onlinebanking.mtb.com/
25,onlinebanking.nationwide.co.uk/AccessManagement/IdentifyCustomer/IdentifyCustomer
26,www.mercurycards.com/cards/#/
27,usdigital.bmo.com/www/#/login
28,bank.barclays.co.uk/olb/authlogin/loginAppContainer.do#/identification
29,online.mbna.co.uk/personal/logon/login.jsp
30,banking.westpac.com.au
31,online.macquarie.com.au/personal/#/
32,stake.com/?key=ON&country=CA&region=ON&dir=redirect&modal=restrictedRegion
33,www.upwork.com
34,www.usbank.com/index.html
35,www.jcpenney.com/cart/signin
36,www.expedia.ca/login?ckoflag=0&uurl=e3id%3Dredr%26rurl%3D%2F
37,member.neofinancial.com/login?skip_intro=true&brand=generic&nf_pp=PREMIUM&nf_cv=PX3FMGT&utm_medium=paid_ads&utm_source=googleadwords_int&utm_campaign=Branded&campaign_id=7784564304&utm_adset=Brand&adset_id=76774432730&matchtype=p&network=g&keyword=neobank&gad_source=1&_gl=1*12hk2xd*_up*MQ..*_ga*ODIzMDY5Nzc5LjE3MjI1MjQyOTY.*_ga_JVH8H9NKWL*MTcyMjUyNDI5Ni4xLjAuMTcyMjUyNDMwMi41NC4wLjA.&gclid=CjwKCAjw5Ky1BhAgEiwA5jGujn4ZvPkqSWGG3t1lRoJo6oqAq78-P2qG1LyAzMlccNZ_MxbFYJk8_RoCdGcQAvD_BwE
38,www.starbucks.ca/account/signin?ReturnUrl=%2F
39,www.zoosk.com/login/registration
40,frankie4.com/
41,www.appliancesonline.com.au/
42,www.beautyheaven.com.au/
43,vortexoptics.com/
44,www.blackdiamondequipment.com/en_CA/
45,www.leupold.com/
46,www.viewsonic.com/
47,www.eharmony.ca/
48,www.classmates.com/
49,www.elitepartner.de/
50,www.parship.de/
51,rab.equipment/
52,www.annsummers.com/
53,www.josephjoseph.com/
54,www.meccabingo.com/#login
55,www.flirt4free.com/
56,www.jacamo.co.uk/
57,www.jdwilliams.co.uk/
58,www.simplybe.co.uk/
59,access.creditonebank.com/
60,www.midcountry.bank/login/
61,web6.secureinternetbank.com/PBI_PBI1151/Login/041209080
62,www.westernunion.com/ca/en/web/user/login
63,www.istockphoto.com/fr/join
64,www.singaporeair.com/en_UK/us/home?
65,app.chime.com/login
66,www.quill.com/Account/Login
67,www.earny.co/signup/login?r=1
68,www.ipko.pl/
69,account.hrblock.com/
70,id.biltrewards.com/login/enter-email/
71,www.joracredit.com/
72,www.coign.com/
73,www.cibconline.cibc.com/ebm-resources/online-banking/client/index.html#/auth/signon?msgId=0008
74,secure.royalbank.com/statics/login-service-ui/index#/full/signin?
75,www.marcus.com/us/en/login
76,www.johnvarvatos.com/login
77,internetbanking.tsb.co.uk/personal/logon/login/#/login
78,www.cinemark.com.bo/
79,online.simplii.com/ebm-resources/public/secure-key/simplii/client/web/index.html#/signon?skeyUUID=6c814d5e-c2ce-4e24-b8ef-198c42e682b0&lang=en
80,secure.citbank.com/CITConsumer/?USPrivacy=&addtlString=&tcString=&consentedDate=Fri%20Jul%2026%202024%2018:48:16%20GMT-0400%20(Eastern%20Daylight%20Time)&groups=C0002:0C0004:0C0001:1C0003:0#/Login
81,www.healthsafe-id.com/rt/login/myuhc/en?TARGET=https%3A%2F%2Fwww.healthsafe-id.com%2Frt%2Fsecure%2Fauth%2Fmyuhc%2Fen%3Fresume%3D%2Fas%2FovfK7sOQRs%2Fresume%2Fas%2Fauthorization.ping%26spentity%3Dnull%26scope%3Dopenid%2520profile%26response_type%3Dcode%26pfidpadapterid%3DHsidNewUIOidc%26redirect_uri%3Dhttps%3A%2F%2Fmember.uhc.com%2Fone-portal%2Fprotected%2Foidc%2Fv1%2Fcallback%26portal%3Dmyuhc%26lang%3Den%26client_id%3Doneportal_hsid_prod&resume=%2Fas%2Fm1f8ooRWAQ%2Fresume%2Fas%2Fauthorization.ping&reason=0
82,www.avon.com/order/checkout?rep=ritakimble
83,account.booking.com/sign-in
84,connexion-mabanque.bnpparibas/login?
85,retail.sc.com/in/nfs/login.htm?timeout=1
86,app.evergreenmoney.com/sign-in/
87,my.wealthsimple.com/app/saml/login?lang=en&locale=en_CA
88,login.blockchain.com/en/#/login?product=wallet
89,stockx.com/
90,my.wealthsimple.com/app/login?locale=en-ca
91,www.dankbank.co/
92,www.upwork.com
93,www.citizenwatch.com/ca/en/home/
94,www.wish.com
95,www.fiverr.com/login
96,www.victoriassecret.com/ca/account/signin
97,hicmls.clareityiam.net/idp/login
98,www.jcpenney.com/checkout/shipping
99,br.mytrip.com/rf/order-login
100,www.grubhub.com/login
101,www.starbucks.com/account/signin?ReturnUrl=%2F
103,www.target.com/
104,www.typingdna.com/demo-sametext.html
105,account.on.sportsbook.fanduel.ca
106,login.sparkasse.at/sts/oauth/authorize?response_type=token&client_id=georgeclient&state=
107,app.ethoslife.com/q/goals
108,hb.illimitybank.com/login
109,www.asaas.com/login/auth?customerSignUpOriginChannel=DIGITAL_ACCOUNT_PAGE
110,www.cajamar.es/es/particulares/productos-y-servicios/banca-a-distancia/
111,portal.kutxabank.es/cs/Satellite/kb/en/private-customers/corporative-information
112,www.airasia.com
113,wise.com/login
114,online.sainsburysbank.co.uk/servicing/signin
115,www.shutterstock.com
